region,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual,jan-feb,mar-may,jun-sep,oct-dec,winter,summer,monsoon,post_monsoon,annual_calc
JHARKHAND,1972,8.6,46.5,0.2,9.1,3.2,75.9,248.5,352.7,175.1,54.4,21.6,0.4,996.1,55.1,12.5,852.1,76.3,55.1,12.5,852.1999999999999,76.4,996.2
JHARKHAND,1973,10.6,15.2,23.9,7.1,56.4,184.3,224.3,294.6,365.4,245.1,13.7,0.6,1441.0,25.8,87.4,1068.5,259.4,25.799999999999997,87.4,1068.6,259.40000000000003,1441.1999999999998
JHARKHAND,1974,2.6,0.5,24.3,3.3,51.9,64.9,334.9,331.7,235.0,76.6,0.3,1.0,1127.0,3.1,79.5,966.6,77.9,3.1,79.5,966.5,77.89999999999999,1126.9999999999998
JHARKHAND,1975,17.2,13.4,26.0,10.1,30.1,121.0,477.6,339.2,224.3,102.5,0.1,0.0,1361.3,30.6,66.1,1162.1,102.6,30.6,66.2,1162.1,102.6,1361.5
JHARKHAND,1976,0.0,23.1,7.2,25.2,58.2,107.0,297.5,263.0,394.5,9.3,3.2,3.5,1191.8,23.1,90.6,1062.0,16.0,23.1,90.6,1062.0,16.0,1191.7
JHARKHAND,1977,19.2,8.1,3.8,47.9,102.5,281.1,458.3,316.4,184.8,50.3,27.3,21.8,1521.5,27.3,154.2,1240.7,99.3,27.299999999999997,154.2,1240.6000000000001,99.39999999999999,1521.5
JHARKHAND,1978,10.5,50.9,45.3,28.4,33.8,283.7,252.8,341.1,376.5,114.3,7.0,12.0,1556.1,61.4,107.5,1254.0,133.2,61.4,107.49999999999999,1254.1,133.3,1556.3
JHARKHAND,1979,22.4,38.7,6.1,19.5,6.1,129.1,286.0,174.9,134.2,36.1,18.7,11.0,882.8,61.1,31.6,724.3,65.8,61.1,31.700000000000003,724.2,65.8,882.8000000000001
JHARKHAND,1980,13.6,14.9,37.1,21.0,40.0,273.7,350.7,281.2,232.1,73.8,0.0,2.3,1340.6,28.5,98.1,1137.8,76.1,28.5,98.1,1137.6999999999998,76.1,1340.3999999999999
JHARKHAND,1981,40.7,33.5,20.1,40.9,94.9,143.3,355.3,226.4,189.5,6.1,3.1,13.4,1167.2,74.2,156.0,914.5,22.5,74.2,155.9,914.5,22.6,1167.1999999999998
JHARKHAND,1982,8.4,23.6,77.3,30.9,33.4,183.9,180.8,358.7,118.1,52.7,15.7,1.8,1085.3,32.0,141.5,841.5,70.2,32.0,141.6,841.5000000000001,70.2,1085.3
JHARKHAND,1983,4.3,33.1,9.9,44.4,83.3,131.8,280.0,240.6,308.8,110.7,0.2,14.7,1261.7,37.4,137.6,961.2,125.5,37.4,137.6,961.2,125.60000000000001,1261.8000000000002
JHARKHAND,1984,33.4,26.2,1.6,14.1,31.0,479.6,350.4,387.3,155.8,50.2,0.1,0.1,1529.9,59.6,46.7,1373.2,50.5,59.599999999999994,46.7,1373.1,50.400000000000006,1529.7999999999997
JHARKHAND,1985,19.1,9.1,1.6,8.8,48.2,131.2,338.0,312.6,216.6,153.7,0.5,0.9,1240.3,28.3,58.6,998.3,155.1,28.200000000000003,58.6,998.4,155.1,1240.3000000000002
JHARKHAND,1986,6.9,21.2,3.8,25.0,74.8,253.0,352.2,212.9,188.5,128.2,31.1,37.9,1335.6,28.1,103.7,1006.6,197.2,28.1,103.6,1006.6,197.2,1335.5
JHARKHAND,1987,5.9,10.1,10.9,30.3,44.9,93.1,410.8,371.1,299.1,19.7,31.4,5.4,1332.7,15.9,86.1,1174.1,56.6,16.0,86.1,1174.1,56.49999999999999,1332.7000000000003
JHARKHAND,1988,3.1,37.1,42.2,23.7,23.6,303.6,273.5,276.1,127.8,38.7,2.6,1.6,1153.7,40.2,89.5,981.1,42.9,40.2,89.5,981.0,42.900000000000006,1153.6
JHARKHAND,1989,1.9,0.3,2.8,0.1,66.4,246.0,285.6,258.9,219.0,39.6,8.6,19.7,1149.0,2.2,69.3,1009.5,67.9,2.1999999999999997,69.30000000000001,1009.5,67.9,1148.8999999999999
JHARKHAND,1990,0.8,48.0,22.2,15.4,90.6,197.4,430.7,230.8,226.0,128.1,14.2,0.3,1404.2,48.7,128.2,1084.8,142.6,48.8,128.2,1084.9,142.6,1404.4999999999998
JHARKHAND,1991,19.3,8.0,31.1,11.2,33.7,171.3,252.9,384.0,274.0,29.4,1.9,34.2,1250.9,27.3,76.0,1082.2,65.5,27.3,76.0,1082.2,65.5,1251.0000000000002
JHARKHAND,1992,2.3,6.1,0.6,8.8,51.8,129.8,295.7,265.2,148.5,22.5,1.6,0.3,933.0,8.3,61.2,839.2,24.3,8.399999999999999,61.199999999999996,839.2,24.400000000000002,933.1999999999999
JHARKHAND,1993,1.7,2.0,16.1,32.0,50.5,203.2,214.4,245.9,372.4,49.6,16.2,0.0,1204.0,3.7,98.6,1035.9,65.9,3.7,98.6,1035.9,65.8,1203.9999999999998
JHARKHAND,1994,17.7,23.8,0.6,20.0,29.2,391.3,451.6,360.7,162.8,118.9,2.7,0.1,1579.4,41.5,49.8,1366.3,121.8,41.5,49.8,1366.4,121.7,1579.4
JHARKHAND,1995,13.7,9.7,22.4,4.3,30.3,134.2,312.3,301.5,395.9,37.5,84.7,20.1,1366.5,23.5,56.9,1143.9,142.2,23.4,57.0,1143.9,142.3,1366.6
JHARKHAND,1996,17.1,24.4,4.9,8.0,18.5,302.7,274.1,384.3,133.6,23.9,0.1,0.0,1191.7,41.5,31.4,1094.8,24.1,41.5,31.4,1094.6999999999998,24.0,1191.6
JHARKHAND,1997,9.5,3.7,1.5,29.4,25.2,230.4,400.5,431.6,199.6,54.3,39.0,36.6,1461.3,13.2,56.1,1262.1,129.8,13.2,56.099999999999994,1262.1,129.9,1461.3
JHARKHAND,1998,76.3,20.6,54.1,33.8,45.5,109.9,302.4,263.2,288.6,132.3,26.3,0.7,1353.8,97.0,133.4,964.1,159.3,96.9,133.4,964.1,159.3,1353.7
JHARKHAND,1999,0.6,0.1,0.1,1.5,95.4,240.2,416.0,373.1,315.8,140.6,3.3,0.2,1586.9,0.7,97.0,1345.1,144.1,0.7,97.0,1345.1000000000001,144.1,1586.8999999999999
JHARKHAND,2000,3.6,21.2,6.3,19.6,67.7,185.3,358.4,152.8,356.9,19.1,0.4,0.2,1191.5,24.7,93.6,1053.4,19.7,24.8,93.60000000000001,1053.4,19.7,1191.5000000000002
JHARKHAND,2001,1.9,4.0,30.0,14.0,57.4,324.7,354.6,219.4,132.8,115.5,0.2,0.0,1254.4,5.8,101.4,1031.5,115.7,5.9,101.4,1031.5,115.7,1254.5
JHARKHAND,2002,9.0,5.4,10.7,11.5,38.7,184.9,186.8,277.4,253.4,55.0,1.3,0.8,1034.9,14.4,60.9,902.5,57.1,14.4,60.900000000000006,902.5,57.099999999999994,1034.9
JHARKHAND,2003,3.3,30.5,33.6,17.9,21.5,152.4,247.5,245.1,224.0,255.5,6.2,7.4,1245.0,33.9,73.1,869.0,269.1,33.8,73.0,869.0,269.09999999999997,1244.9000000000003
JHARKHAND,2004,5.5,2.7,3.1,41.0,31.1,184.4,200.7,327.0,211.5,128.1,0.1,1.6,1136.6,8.2,75.2,923.5,129.7,8.2,75.2,923.6,129.79999999999998,1136.7999999999997
JHARKHAND,2005,22.1,17.5,17.7,9.6,23.5,157.2,266.4,214.5,141.5,83.1,1.3,6.1,960.4,39.6,50.7,779.5,90.5,39.6,50.8,779.5999999999999,90.49999999999999,960.5
JHARKHAND,2006,0.3,0.2,22.4,15.7,107.4,198.3,447.1,337.2,298.7,24.6,7.4,0.0,1459.5,0.5,145.5,1281.4,32.0,0.5,145.5,1281.3000000000002,32.0,1459.3000000000002
JHARKHAND,2007,1.7,48.4,25.5,22.3,58.1,125.4,430.4,353.6,324.7,39.6,7.6,0.0,1437.3,50.1,105.8,1234.1,47.2,50.1,105.9,1234.1,47.2,1437.3
JHARKHAND,2008,19.4,3.6,6.2,10.7,42.9,366.3,377.9,310.5,152.9,34.0,1.0,0.0,1325.3,22.9,59.7,1207.7,35.0,23.0,59.8,1207.6000000000001,35.0,1325.4
JHARKHAND,2009,1.8,0.8,2.0,0.8,78.1,62.7,266.6,248.0,248.8,82.2,4.0,0.5,996.1,2.6,80.8,826.1,86.6,2.6,80.89999999999999,826.0999999999999,86.7,996.3
JHARKHAND,2010,0.2,2.3,0.9,6.3,29.2,92.6,170.2,155.1,160.5,55.1,4.7,20.0,697.1,2.5,36.4,578.4,79.8,2.5,36.4,578.4,79.80000000000001,697.1
JHARKHAND,2011,3.3,2.5,6.4,25.4,55.0,349.0,181.8,403.2,324.6,23.3,0.0,0.1,1374.7,5.8,86.8,1258.7,23.4,5.8,86.8,1258.6,23.400000000000002,1374.6000000000001
JHARKHAND,2012,34.6,10.3,1.5,9.6,6.6,121.1,287.2,282.4,217.6,37.8,48.6,7.6,1065.0,45.0,17.7,908.3,94.0,44.900000000000006,17.7,908.3,94.0,1064.8999999999999
JHARKHAND,2013,1.1,17.9,1.6,22.3,85.0,181.5,211.1,278.1,173.8,281.1,0.0,0.0,1253.6,19.0,109.0,844.5,281.1,19.0,108.9,844.5,281.1,1253.5
JHARKHAND,2014,9.9,47.5,22.9,1.9,98.2,139.7,321.3,290.9,178.2,44.9,0.0,1.2,1156.6,57.4,123.1,930.1,46.1,57.4,123.0,930.0999999999999,46.1,1156.6000000000001
JHARKHAND,2015,12.2,2.6,21.6,55.5,25.5,183.3,429.7,240.7,85.1,22.7,0.2,2.7,1081.8,14.8,102.6,938.8,25.6,14.799999999999999,102.6,938.8000000000001,25.599999999999998,1081.8000000000002
BIHAR,1901,51.8,19.6,11.9,1.1,65.6,66.3,245.9,319.4,155.1,8.3,7.3,0.1,952.3,71.4,78.6,786.7,15.6,71.4,78.6,786.6999999999999,15.700000000000001,952.4
BIHAR,1902,4.6,0.7,24.3,17.3,66.3,118.2,361.0,225.5,358.7,28.5,1.1,0.0,1206.2,5.2,107.9,1063.4,29.6,5.3,107.9,1063.4,29.6,1206.1999999999998
BIHAR,1903,5.3,4.7,2.0,4.7,28.2,192.9,115.0,342.6,173.9,147.0,0.1,0.0,1016.3,10.0,34.9,824.4,147.1,10.0,34.9,824.4,147.1,1016.4000000000001
BIHAR,1904,6.3,1.7,3.5,5.3,118.7,191.6,394.4,351.3,84.4,98.1,10.6,3.8,1269.5,7.9,127.4,1021.8,112.4,8.0,127.5,1021.6999999999999,112.49999999999999,1269.6999999999998
BIHAR,1905,16.0,30.1,32.6,21.4,77.5,50.5,409.1,495.3,353.9,11.6,0.0,0.6,1498.5,46.1,131.4,1308.8,12.2,46.1,131.5,1308.8000000000002,12.2,1498.6
BIHAR,1906,14.4,56.9,8.6,0.9,44.7,191.3,366.2,430.1,118.7,32.9,0.4,0.0,1265.1,71.3,54.2,1106.2,33.3,71.3,54.2,1106.3,33.3,1265.1000000000001
BIHAR,1907,1.3,55.2,39.4,27.0,32.9,232.2,282.4,242.2,206.9,4.8,0.0,2.1,1126.4,56.5,99.3,963.8,6.9,56.5,99.30000000000001,963.6999999999999,6.9,1126.3999999999999
BIHAR,1908,14.7,38.6,6.1,2.2,36.7,94.0,202.3,167.3,149.9,25.4,0.0,0.3,737.5,53.3,45.0,613.6,25.6,53.3,45.0,613.5,25.7,737.5
BIHAR,1909,7.0,6.3,0.0,72.8,25.8,446.0,256.2,352.4,175.4,43.1,0.0,5.6,1390.5,13.3,98.6,1229.9,48.7,13.3,98.6,1230.0,48.7,1390.6
BIHAR,1910,2.4,4.8,6.6,5.7,51.5,279.5,365.1,328.8,258.5,73.8,21.7,0.0,1398.5,7.2,63.8,1232.0,95.5,7.199999999999999,63.8,1231.9,95.5,1398.4
BIHAR,1911,9.4,0.1,28.2,13.1,41.7,312.3,199.0,425.5,279.1,122.8,17.8,0.0,1449.2,9.5,83.0,1216.0,140.7,9.5,83.0,1215.9,140.6,1449.0
BIHAR,1912,5.5,8.5,23.9,25.4,62.7,146.8,362.4,302.9,104.7,14.0,72.6,0.0,1129.4,14.0,112.0,916.9,86.6,14.0,112.0,916.8,86.6,1129.3999999999999
BIHAR,1913,0.0,38.0,18.1,1.4,106.1,379.9,258.8,363.0,270.3,61.0,0.5,32.8,1529.7,38.0,125.5,1272.0,94.3,38.0,125.6,1272.0,94.3,1529.8999999999999
BIHAR,1914,0.2,22.7,8.0,29.0,77.0,84.4,269.1,460.4,98.4,10.1,0.0,0.6,1059.8,22.8,114.0,912.3,10.7,22.9,114.0,912.3,10.7,1059.8999999999999
BIHAR,1915,8.2,57.1,22.5,6.4,72.5,149.1,321.3,415.0,185.1,75.3,36.7,0.3,1349.4,65.3,101.4,1070.4,112.4,65.3,101.4,1070.5,112.3,1349.4999999999998
BIHAR,1916,0.6,16.5,0.3,25.3,25.1,270.3,445.6,325.2,265.2,130.1,0.4,0.0,1504.6,17.1,50.7,1306.3,130.6,17.1,50.7,1306.3000000000002,130.5,1504.6000000000001
BIHAR,1917,2.7,19.7,7.9,5.8,103.3,227.8,328.7,249.3,272.1,116.5,0.0,0.2,1334.1,22.4,117.0,1077.9,116.7,22.4,117.0,1077.9,116.7,1334.0000000000002
BIHAR,1918,0.6,0.1,1.8,29.5,105.4,251.6,240.3,519.2,254.4,8.6,0.1,0.0,1411.7,0.7,136.8,1265.5,8.7,0.7,136.70000000000002,1265.5,8.7,1411.6
BIHAR,1919,40.2,7.7,3.8,11.6,42.3,195.0,417.8,230.1,244.8,58.6,0.0,0.7,1252.7,47.9,57.6,1087.9,59.4,47.900000000000006,57.699999999999996,1087.7,59.300000000000004,1252.6000000000001
BIHAR,1920,0.0,19.2,31.0,2.6,28.8,108.9,361.6,228.5,337.6,5.6,0.0,0.0,1123.9,19.3,62.4,1036.6,5.6,19.2,62.400000000000006,1036.6,5.6,1123.8
BIHAR,1921,26.8,0.6,6.5,21.2,26.3,132.4,303.8,422.0,295.8,37.0,0.0,0.0,1272.2,27.3,54.0,1153.9,37.0,27.400000000000002,54.0,1154.0,37.0,1272.4
BIHAR,1922,12.2,4.6,0.0,9.6,22.0,345.8,427.3,363.5,241.3,15.7,0.7,6.5,1449.2,16.8,31.6,1377.9,22.9,16.799999999999997,31.6,1377.8999999999999,22.9,1449.2
BIHAR,1923,1.3,35.1,1.5,13.5,38.1,171.7,253.9,243.2,148.9,74.4,0.7,0.4,982.8,36.4,53.1,817.8,75.5,36.4,53.1,817.6999999999999,75.50000000000001,982.6999999999999
BIHAR,1924,2.5,12.7,1.8,8.8,14.8,170.6,514.0,295.7,320.3,53.1,61.7,0.2,1456.3,15.3,25.5,1300.6,115.0,15.2,25.400000000000002,1300.6,115.00000000000001,1456.2
BIHAR,1925,7.7,1.8,7.7,52.9,38.6,130.4,322.9,331.5,269.4,17.6,11.0,0.0,1191.5,9.6,99.2,1054.2,28.6,9.5,99.2,1054.1999999999998,28.6,1191.5
BIHAR,1926,16.3,0.6,29.7,12.8,47.0,48.1,451.5,276.0,211.6,17.6,1.8,8.7,1121.8,16.9,89.6,987.2,28.1,16.900000000000002,89.5,987.2,28.1,1121.6999999999998
BIHAR,1927,24.2,36.4,31.9,3.1,52.9,115.9,301.5,242.7,231.4,21.5,38.6,0.2,1100.2,60.6,87.9,891.5,60.3,60.599999999999994,87.9,891.4999999999999,60.300000000000004,1100.3
BIHAR,1928,41.2,21.5,0.1,18.3,54.3,208.0,377.2,272.9,83.3,164.3,0.9,7.6,1249.8,62.7,72.7,941.5,172.8,62.7,72.7,941.4,172.8,1249.6
BIHAR,1929,51.6,1.1,11.4,16.2,33.1,190.2,328.8,326.3,124.7,231.4,0.0,44.4,1359.2,52.7,60.6,970.1,275.8,52.7,60.7,970.0,275.8,1359.2000000000003
BIHAR,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24.0,10.4,1114.3,19.2,48.8,981.5,64.8,19.2,48.8,981.4999999999999,64.8,1114.3000000000002
BIHAR,1931,1.3,32.4,11.4,1.6,27.5,75.9,441.3,218.8,248.2,76.1,11.2,0.7,1146.3,33.7,40.5,984.2,87.9,33.699999999999996,40.5,984.2,88.0,1146.4
BIHAR,1932,0.0,8.2,0.5,14.8,26.6,152.1,164.3,249.3,191.2,32.4,78.7,8.9,926.9,8.2,41.9,756.8,120.0,8.2,41.900000000000006,756.9000000000001,120.0,927.0
BIHAR,1933,28.3,13.1,0.7,62.1,90.3,197.0,377.3,377.8,167.8,77.6,0.3,0.3,1392.6,41.3,153.2,1119.8,78.2,41.4,153.1,1119.8999999999999,78.19999999999999,1392.5999999999997
BIHAR,1934,30.1,13.7,3.0,9.1,22.0,165.5,432.6,251.3,231.2,55.2,9.8,2.8,1226.1,43.7,34.1,1080.6,67.7,43.8,34.1,1080.6000000000001,67.8,1226.3
BIHAR,1935,21.0,19.6,0.6,0.7,21.9,127.9,193.8,481.7,370.3,2.6,0.1,0.1,1240.4,40.6,23.3,1173.7,2.8,40.6,23.2,1173.7,2.8000000000000003,1240.2999999999997
BIHAR,1936,7.7,6.9,4.6,7.7,84.3,188.9,462.2,261.5,449.2,88.8,0.4,10.3,1572.5,14.6,96.6,1361.9,99.5,14.600000000000001,96.6,1361.8,99.5,1572.5
BIHAR,1937,0.0,66.3,0.8,10.7,80.0,113.6,217.9,441.8,179.3,194.6,0.3,1.1,1306.4,66.3,91.5,952.6,196.0,66.3,91.5,952.5999999999999,196.0,1306.3999999999996
BIHAR,1938,12.4,17.0,0.0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0.0,1506.7,29.4,118.5,1331.0,27.9,29.4,118.4,1331.0,27.900000000000002,1506.7
BIHAR,1939,5.0,42.3,11.3,1.7,41.5,230.4,315.0,277.1,262.0,56.9,0.0,0.0,1243.2,47.3,54.5,1084.5,56.9,47.3,54.5,1084.5,56.9,1243.2000000000003
BIHAR,1940,0.9,43.8,65.5,5.0,31.9,114.6,317.6,314.9,171.6,4.9,0.0,17.5,1088.3,44.7,102.5,918.7,22.4,44.699999999999996,102.4,918.7,22.4,1088.2
BIHAR,1941,16.2,2.8,0.7,4.6,67.1,177.7,248.8,466.0,190.2,47.8,1.1,0.0,1223.1,19.0,72.5,1082.7,48.9,19.0,72.39999999999999,1082.7,48.9,1222.9999999999998
BIHAR,1942,34.4,43.5,14.7,18.2,28.1,174.7,253.5,330.4,347.2,7.0,0.0,0.9,1252.5,77.8,61.0,1105.7,8.0,77.9,61.0,1105.8,7.9,1252.6000000000001
BIHAR,1943,34.7,16.9,0.2,40.7,37.0,169.8,296.0,322.1,215.4,37.0,0.0,0.0,1169.9,51.6,78.0,1003.3,37.0,51.6,77.9,1003.3000000000001,37.0,1169.8
BIHAR,1944,27.3,32.6,42.0,34.1,21.9,223.9,253.5,322.8,221.3,48.5,0.2,0.8,1228.8,59.9,98.0,1021.5,49.5,59.900000000000006,98.0,1021.5,49.5,1228.8999999999999
BIHAR,1945,50.7,24.0,1.4,32.4,57.8,120.5,226.9,265.6,305.5,154.8,0.0,3.2,1242.9,74.7,91.5,918.6,158.0,74.7,91.6,918.5,158.0,1242.8000000000002
BIHAR,1946,0.0,21.3,5.0,52.3,88.6,168.7,354.7,267.8,271.8,148.7,14.9,0.0,1393.7,21.3,145.9,1062.9,163.6,21.3,145.89999999999998,1063.0,163.6,1393.8
BIHAR,1947,5.6,5.6,10.2,7.5,57.7,89.4,394.4,244.6,215.3,61.5,0.1,0.3,1092.1,11.2,75.4,943.7,61.9,11.2,75.4,943.7,61.9,1092.1999999999998
BIHAR,1948,11.1,7.5,3.6,11.3,46.3,114.6,409.0,329.8,248.9,81.0,36.2,0.0,1299.2,18.6,61.2,1102.2,117.2,18.6,61.199999999999996,1102.3000000000002,117.2,1299.3000000000002
BIHAR,1949,16.5,42.8,5.7,35.5,93.1,200.2,341.7,386.5,217.9,103.4,1.1,0.0,1444.4,59.4,134.3,1146.3,104.5,59.3,134.3,1146.3,104.5,1444.4
BIHAR,1950,9.8,11.8,22.1,2.2,43.3,346.5,257.0,313.3,113.4,3.0,0.1,2.1,1124.6,21.6,67.6,1030.1,5.2,21.6,67.6,1030.2,5.2,1124.6
BIHAR,1951,7.3,1.5,5.8,8.2,22.8,144.5,307.8,204.5,114.3,28.7,4.7,0.1,850.2,8.8,36.8,771.1,33.5,8.8,36.8,771.0999999999999,33.5,850.2
BIHAR,1952,1.1,10.3,20.1,24.6,57.0,272.5,212.5,291.9,297.7,15.4,3.4,0.4,1206.8,11.4,101.6,1074.5,19.3,11.4,101.7,1074.6,19.2,1206.9000000000003
BIHAR,1953,29.7,4.2,8.7,16.7,37.4,224.7,431.8,263.3,342.2,18.4,0.9,0.8,1378.7,33.9,62.7,1262.0,20.2,33.9,62.8,1262.0,20.099999999999998,1378.8000000000002
BIHAR,1954,12.5,8.4,0.8,0.6,40.9,166.6,366.1,308.6,129.5,15.1,0.2,1.3,1050.5,20.9,42.3,970.7,16.6,20.9,42.3,970.8000000000001,16.599999999999998,1050.6
BIHAR,1955,20.0,6.7,2.3,11.9,28.2,172.5,505.7,268.7,192.2,35.7,0.3,0.1,1244.2,26.7,42.5,1139.0,36.1,26.7,42.4,1139.1000000000001,36.1,1244.3
BIHAR,1956,19.3,4.7,9.6,5.3,75.4,319.4,200.6,286.3,359.8,168.8,36.0,8.1,1493.4,24.0,90.4,1166.2,212.9,24.0,90.30000000000001,1166.1,212.9,1493.2999999999997
BIHAR,1957,75.2,2.8,11.6,0.5,1.3,115.6,334.5,295.8,115.2,11.6,0.0,2.7,966.9,78.0,13.4,861.2,14.4,78.0,13.4,861.1000000000001,14.3,966.8000000000001
BIHAR,1958,16.0,2.7,4.7,26.4,16.1,120.7,222.8,451.1,224.2,81.5,0.7,0.6,1167.4,18.7,47.2,1018.8,82.7,18.7,47.2,1018.8,82.8,1167.5
BIHAR,1959,81.2,1.5,9.4,18.6,35.7,132.3,245.8,264.2,157.1,233.8,0.0,0.1,1179.6,82.7,63.7,799.3,233.9,82.7,63.7,799.4,233.9,1179.7
BIHAR,1960,1.4,0.1,42.7,5.2,49.9,117.6,357.4,285.5,348.1,37.9,2.0,0.0,1247.9,1.5,97.9,1108.7,39.9,1.5,97.80000000000001,1108.6,39.9,1247.8000000000002
BIHAR,1961,11.7,35.8,1.4,2.0,33.9,239.7,211.6,317.5,157.5,236.0,0.8,10.1,1258.1,47.5,37.3,926.3,246.9,47.5,37.3,926.3,246.9,1257.9999999999998
BIHAR,1962,13.0,7.8,9.5,20.8,38.8,156.4,244.3,395.4,216.3,72.5,0.0,3.2,1178.1,20.8,69.1,1012.4,75.7,20.8,69.1,1012.4000000000001,75.7,1178.0
BIHAR,1963,3.4,1.7,9.4,17.5,78.9,154.0,375.4,273.5,255.7,138.7,17.8,0.2,1326.1,5.1,105.9,1058.6,156.6,5.1,105.80000000000001,1058.6,156.7,1326.2
BIHAR,1964,1.4,3.3,2.4,21.9,59.3,134.7,453.6,157.7,219.0,66.3,2.7,0.0,1122.5,4.7,83.6,965.1,69.1,4.699999999999999,83.6,965.0,69.0,1122.3
BIHAR,1965,0.4,1.2,15.7,7.1,7.7,98.8,302.2,328.3,215.0,22.2,1.8,2.4,1002.7,1.7,30.4,944.3,26.3,1.6,30.499999999999996,944.3,26.4,1002.8000000000001
BIHAR,1966,21.2,6.9,0.1,0.9,39.5,114.5,155.5,308.3,83.1,18.3,17.1,1.6,767.0,28.1,40.4,661.5,37.0,28.1,40.5,661.4,37.00000000000001,767.0000000000001
BIHAR,1967,0.2,0.1,38.6,30.6,23.6,80.7,278.2,282.1,253.8,10.3,0.1,1.5,999.9,0.2,92.8,894.8,12.0,0.30000000000000004,92.80000000000001,894.8,11.9,999.8000000000001
BIHAR,1968,29.1,1.7,7.0,3.0,17.3,261.8,329.6,293.1,79.2,113.3,0.0,4.9,1140.1,30.8,27.3,963.7,118.2,30.8,27.3,963.7000000000002,118.2,1140.0000000000002
BIHAR,1969,5.2,9.3,9.7,20.7,64.4,193.1,348.4,379.4,219.1,15.3,23.6,0.3,1288.6,14.5,94.8,1140.1,39.2,14.5,94.80000000000001,1140.0,39.2,1288.4999999999995
BIHAR,1970,22.1,13.4,3.2,17.9,39.2,194.6,284.2,235.6,229.5,34.5,0.4,0.0,1074.7,35.5,60.2,944.0,35.0,35.5,60.3,943.9,34.9,1074.6
BIHAR,1971,17.3,14.6,5.1,91.4,81.5,278.0,307.0,367.9,129.2,138.6,1.9,0.0,1432.6,31.9,178.0,1082.2,140.5,31.9,178.0,1082.1,140.5,1432.5
BIHAR,1972,12.9,38.0,2.7,3.2,3.4,56.7,163.4,154.9,209.7,48.4,24.6,0.0,717.9,51.0,9.2,584.7,73.0,50.9,9.3,584.7,73.0,717.9000000000001
BIHAR,1973,22.9,10.2,3.8,4.4,65.0,200.9,185.1,258.9,271.4,158.2,8.3,0.0,1189.0,33.1,73.1,916.3,166.5,33.099999999999994,73.2,916.3,166.5,1189.1
BIHAR,1974,3.9,0.7,21.9,9.9,39.1,129.4,451.6,317.5,229.2,28.0,0.3,3.7,1235.2,4.6,70.9,1127.7,32.0,4.6,70.9,1127.7,32.0,1235.2
BIHAR,1975,9.1,4.1,12.0,11.0,34.4,143.2,403.1,155.2,245.3,51.7,0.0,0.0,1069.1,13.2,57.5,946.7,51.7,13.2,57.4,946.8,51.7,1069.1
BIHAR,1976,2.3,12.4,0.9,8.9,80.1,147.1,221.0,292.8,372.6,22.4,0.7,0.5,1161.7,14.7,90.0,1033.4,23.7,14.7,89.89999999999999,1033.5,23.599999999999998,1161.7
BIHAR,1977,5.3,2.9,1.3,17.0,83.7,102.5,375.5,266.0,121.0,147.1,8.1,17.3,1147.5,8.1,101.9,865.0,172.5,8.2,102.0,865.0,172.5,1147.6999999999998
BIHAR,1978,13.4,27.8,16.8,24.5,51.8,190.4,313.6,252.6,248.6,142.8,4.8,3.7,1290.8,41.1,93.0,1005.2,151.4,41.2,93.1,1005.2,151.3,1290.8
BIHAR,1979,23.4,19.4,2.3,21.3,6.2,90.6,435.5,166.1,113.0,88.5,25.2,10.3,1001.9,42.9,29.8,805.2,124.0,42.8,29.8,805.2,124.0,1001.8000000000001
BIHAR,1980,4.7,2.4,9.5,7.9,80.9,160.2,389.9,375.3,190.5,29.5,0.2,1.0,1252.2,7.1,98.4,1115.9,30.8,7.1,98.30000000000001,1115.8999999999999,30.7,1252.0
BIHAR,1981,31.3,5.7,14.3,47.9,86.3,107.9,580.1,311.3,168.8,1.0,6.1,3.9,1364.7,37.0,148.4,1168.1,11.0,37.0,148.5,1168.1,11.0,1364.6
BIHAR,1982,4.4,6.1,28.2,14.7,31.0,222.4,227.2,164.5,170.5,42.1,21.5,1.0,933.5,10.5,73.9,784.6,64.6,10.5,73.9,784.6,64.6,933.6
BIHAR,1983,13.1,1.7,8.0,45.0,81.1,101.2,353.8,195.8,220.6,69.9,0.0,14.1,1104.2,14.8,134.1,871.3,84.0,14.799999999999999,134.1,871.4,84.0,1104.3
BIHAR,1984,28.6,33.9,1.3,11.2,65.6,353.4,476.4,216.9,219.0,15.4,1.5,3.0,1426.2,62.5,78.1,1265.8,19.9,62.5,78.1,1265.7,19.9,1426.2
BIHAR,1985,8.8,0.5,0.5,8.0,69.2,163.2,481.5,238.0,289.0,188.0,1.2,7.1,1455.0,9.3,77.7,1171.7,196.3,9.3,77.7,1171.7,196.29999999999998,1455.0
BIHAR,1986,1.1,13.9,0.5,16.0,94.3,168.4,395.7,263.5,221.1,124.2,1.3,22.1,1322.1,15.0,110.8,1048.6,147.6,15.0,110.8,1048.7,147.6,1322.1
BIHAR,1987,0.7,3.7,5.4,37.7,40.1,143.6,452.0,539.8,379.7,52.8,2.7,2.3,1660.4,4.3,83.1,1515.1,57.9,4.4,83.2,1515.1000000000001,57.8,1660.5
